	keyword	name	page_url	page_fan	page_id			
2954	Smithsonian National Museum of African American History and Culture 	Smithsonian National Museum of African American History and Culture	https://www.facebook.com/NMAAHC/	328546	42825906989	place		Disneyland Today?UNITED STATES
2955	CentralPlaza Lardprao 	CentralPlaza Lardprao	https://www.facebook.com/CentralPlazaLardpraoFanpage/	153676	1.18709E+14	place		Kea - New Zealand's global network?NEW ZEALAND
2956	"Visit  AU, "	Visit Dubai	https://www.facebook.com/visitdubai.AU/	6024038	2.80758E+14	place		Porto's Bakery?UNITED STATES
2957	Okinawa Story 	Okinawa Story	https://www.facebook.com/okinawastory/	54426	1.00132E+14	place		Smithsonian National Museum of African American History and Culture?UNITED STATES
2958	Alive Museum  	Alive Museum Singapore	https://www.facebook.com/alivemuseumsingapore/	83234	2.32387E+14	place		CentralPlaza Lardprao?THAILAND
2959	G Hua Hin Resort and Mall 	G Hua Hin Resort and Mall	https://www.facebook.com/ghuahin/	131227	2.0147E+14	place		"Visit Japan AU?AUSTRALIA, JAPAN"
2960	About Cagayan de Oro - Acadeo	About Cagayan de Oro - Acadeo	https://www.facebook.com/cagayandeoroinsider/	147369	5.02944E+14	place		Okinawa Story?JAPAN
2961	Ontario Travel	Ontario Travel	https://www.facebook.com/OntarioTravel/	294474	1.3737E+11	place		Alive Museum Singapore?SINGAPORE
2962	香港杜莎夫人蠟像館 Madame Tussauds  	香港杜莎夫人蠟像館 Madame Tussauds Hong Kong	https://www.facebook.com/madametussaudshongkong/	32174	1.1262E+14	place		G Hua Hin Resort and Mall?THAILAND
2963	Praha	Zoo Praha	https://www.facebook.com/zoopraha/	248166	1.54817E+11	place		About Cagayan de Oro - Acadeo?PHILIPPINES
2964	Blazon	Blazon	https://www.facebook.com/blazondepartmentstore/	135259	1.404E+15	place		Ontario Travel?CANADA
2965	SM City Iloilo	SM City Iloilo	https://www.facebook.com/smcityiloilo/	143910	2.91874E+11	place		香港杜莎夫人蠟像館 Madame Tussauds Hong Kong?HONG KONG
2966	BLK DNM 	BLK DNM	https://www.facebook.com/BLKDNM/	59021	1.31375E+14	place		Praha?CZECH REPUBLIC
2967	Eiffel Tower Restaurant 	Eiffel Tower Restaurant	https://www.facebook.com/EiffelTowerRestaurant/	41845	1.08317E+14	place		Blazon?MYANMAR
2968	Timable 	Timable	https://www.facebook.com/timable.hk/	169352	1.34866E+14	place		SM City Iloilo?PHILIPPINES
2969	Araneta Coliseum	Araneta Coliseum	https://www.facebook.com/thearanetacoliseum/	120045	1.86336E+14	place		BLK DNM?UNITED STATES
2970	Brave Bar	Brave Bar	https://www.facebook.com/Bravebaryangon/	80082	1.6321E+15	place		Eiffel Tower Restaurant?UNITED STATES
2971	The Urban List | Brisbane	The Urban List | Melbourne	https://www.facebook.com/TheUrbanListMELB/	287311	1.01501E+16	place		Timable?HONG KONG
2972	Th??tre de la Ville (page officielle)	Th??tre de la Ville (page officielle)	https://www.facebook.com/TheatredelaVille.Paris/	25358	1.38174E+14	place		Araneta Coliseum?PHILIPPINES
2973	"フィンランド政府?光局, "	フィンランド政府?光局	https://www.facebook.com/visitfinland.jp/	97821	4.82673E+14	place		Brave Bar?MYANMAR
2974	Одесса	Одесса	https://www.facebook.com/I.Love.Odessa.ua/	176424	5.52393E+14	place		The Urban List | Brisbane?AUSTRALIA
2975	The Fat Duck	Little Fat Duck	https://www.facebook.com/littlefatduckmalaysia/	68459	2.75744E+14	place		Th??tre de la Ville (page officielle)?FRANCE
2976	SkyBar Kuala Lumpur 	SkyBar Kuala Lumpur	https://www.facebook.com/SkyBarKualaLumpur/	80689	3.89616E+14	place		"フィンランド政府?光局?FINLAND, JAPAN"
2977	THE KINGDOM OF  	Kingdom Of Tigers: ?????????????	https://www.facebook.com/kingdomoftigers/	3121498	1.30185E+14	place		Одесса?UKRAINE
2978	?? ?n v??t H?n Qu?c 	?? ?n v??t H?n Qu?c	https://www.facebook.com/DoAnVatHanQuoc/	33858	1.46916E+15	place		The Fat Duck?UNITED KINGDOM
2979	Angkor Wat 	Angkor Wat	https://www.facebook.com/angkor.wat/	38858	12982685962	place		SkyBar Kuala Lumpur?MALAYSIA
2980	Power Plant Mall	Power Plant Mall	https://www.facebook.com/PowerPlantMall/	115697	24627376975	place		THE KINGDOM OF CAMBODIA?CAMBODIA
2981	Большой театр России / Bolshoi Theatre of Russia	Большой театр России / Bolshoi Theatre of Russia	https://www.facebook.com/bolshoitheatre/	54036	1.50152E+14	place		?? ?n v??t H?n Qu?c?VIETNAM
2982	VISIT DENVER 	VISIT DENVER	https://www.facebook.com/visitdenver/	317824	1.78755E+11	place		Angkor Wat?CAMBODIA
2983	McCarran International Airport 	McCarran International Airport	https://www.facebook.com/LASAirport/	117211	2.16231E+11	place		Power Plant Mall?PHILIPPINES
2984	Humans of Karachi	Humans of Karachi	https://www.facebook.com/humansofkhi/	158490	3.78099E+14	place		Большой театр России / Bolshoi Theatre of Russia?RUSSIA
2985	St Ali	Ali Shafik	https://www.facebook.com/ColoRectalMaster/	365325	1.0514E+14	place		VISIT DENVER?UNITED STATES
2986	I love Lucerne	I love Lucerne	https://www.facebook.com/ilovelucerne/	74081	1.13971E+14	place		McCarran International Airport?UNITED STATES
2987	Memorial Sloan Kettering Cancer Center 	Memorial Sloan Kettering Cancer Center	https://www.facebook.com/sloankettering/	130096	1.79528E+11	place		Humans of Karachi?PAKISTAN
2988	Wu?rzburg erleben	Wu?rzburg erleben	https://www.facebook.com/wuerzburg.erleben/	92308	87579105828	place		St Ali?AUSTRALIA
2989	Luna Park Sydney	Luna Park Sydney	https://www.facebook.com/sydneylunapark/	176968	56702169644	place		I love Lucerne?SWITZERLAND
2990	Moscow Museum of Modern Art	Garage Museum of Contemporary Art	https://www.facebook.com/garagemca/	108549	2.47815E+11	place		Memorial Sloan Kettering Cancer Center?UNITED STATES
2991	Saint Louis Zoo 	Saint Louis Zoo	https://www.facebook.com/stlzoo/	483747	1.33181E+11	place		Wu?rzburg erleben?GERMANY
2992	ROC Race 	ROC Race	https://www.facebook.com/ROCRace/	605210	1.92007E+14	place		Luna Park Sydney?AUSTRALIA
2993	House of Fashions Mega Mall	House of Fashions Mega Mall	https://www.facebook.com/HouseofFashions/	48381	6.74805E+14	place		Moscow Museum of Modern Art?RUSSIA
2994	Salzburg.info	Salzburg.info	https://www.facebook.com/salzburg/	80739	1.08907E+14	place		Saint Louis Zoo?UNITED STATES
2995	Six Flags Fiesta Texas 	Six Flags Fiesta Texas	https://www.facebook.com/sixflagsfiestatexas/	461773	17448368490	place		ROC Race?UNITED STATES
2996	Sydney Tower Eye	Sydney Tower Eye	https://www.facebook.com/sydneytowereye/	59372	1.47486E+14	place		House of Fashions Mega Mall?SRI LANKA
2997	Facebook	Facebook	https://www.facebook.com/FacebookKorea/	204304436	3.20511E+11	place		Salzburg.info?AUSTRIA
2998	인사이트	인사이트	https://www.facebook.com/Insightnews.page/	4777520	3.74726E+14	place		Six Flags Fiesta Texas?UNITED STATES
2999	Wikitree - 위키트리	Wikitree - 위키트리	https://www.facebook.com/wikitree.page/	1726987	1.18955E+14	place		Sydney Tower Eye?AUSTRALIA
3000	dispatch news	dispatch news	https://www.facebook.com/koreadispatch/	2688380	1.30891E+14	Media?		Facebook?SOUTH KOREA
3001	NTD Television Korea	NTD Television Korea	https://www.facebook.com/NTDTVKorea/	1010897	1.26911E+15	Media?		인사이트?SOUTH KOREA
3002	MBC 예능연구소	MBC 예능연구소	https://www.facebook.com/MBCentertain/	1115776	1.51448E+15	Media?		Wikitree - 위키트리?SOUTH KOREA
3003	JTBC 뉴스	JTBC 뉴스	https://www.facebook.com/jtbcnews/	843100	2.40263E+14	Media?		dispatch news?SOUTH KOREA
3004	72초TV	72초TV	https://www.facebook.com/72sectv/	740751	1.63912E+15	Media?		NTD Television Korea?SOUTH KOREA
3005	MBC	MBC ???	https://www.facebook.com/MBCMasr/	20152908	2.94035E+14	Media?		MBC 예능연구소?SOUTH KOREA
3006	Mnet(엠넷)	Mnet(엠넷)	https://www.facebook.com/MnetOfficial/	1647732	2.5844E+14	Media?		JTBC 뉴스?SOUTH KOREA
3007	SBS 뉴스 	SBS 뉴스	https://www.facebook.com/SBS8news/	984938	1.81677E+14	Media?		72초TV?SOUTH KOREA
3008	JTBC 예능페이지	JTBC 예능페이지	https://www.facebook.com/JTBC.ent/	627038	5.52161E+14	Media?		MBC?SOUTH KOREA
3009	JTBC	JTBC 뉴스	https://www.facebook.com/jtbcnews/	843100	2.40263E+14	Media?		Mnet(엠넷)?SOUTH KOREA
3010	내셔널지오그래픽	내셔널지오그래픽	https://www.facebook.com/NatGeoKorea/	62603961	2.05249E+14	Media?		SBS 뉴스?JAPAN
3011	YTN	YTN	https://www.facebook.com/ytn.co.kr/	625169	2.37776E+14	Media?		JTBC 예능페이지?SOUTH KOREA
3012	tvN(티비엔)	tvN(티비엔)	https://www.facebook.com/cjtvngo/	747545	1.69801E+14	Media?		JTBC?SOUTH KOREA
3013	허프포스트코리아	허프포스트코리아	https://www.facebook.com/huffpostkorea/	629741	2.9687E+14	Media?		내셔널지오그래픽?SOUTH KOREA
3014	Vogue Korea	Vogue Korea	https://www.facebook.com/VOGUEkr/	917661	2.43737E+14	Media?		YTN?SOUTH KOREA
3015	디즈니 코리아 Disney Korea	디즈니 코리아 Disney Korea	https://www.facebook.com/DisneyKorea/	498840	3.62959E+14	Media?		tvN(티비엔)?SOUTH KOREA
3016	KBS	KBS World	https://www.facebook.com/kbsworld/	2798125	1.71137E+14	Media?		허프포스트코리아?SOUTH KOREA
3017	M2 - 엠투	M2 - 엠투	https://www.facebook.com/2ndmnet/	1734592	1.03232E+15	Media?		Vogue Korea?SOUTH KOREA
3018	민중의소리	민중의소리	https://www.facebook.com/newsvop/	428616	1.09848E+14	Media?		디즈니 코리아 Disney Korea?SOUTH KOREA
3019	Dingo Style (딩고 스타일)	Dingo Style (딩고 스타일)	https://www.facebook.com/dingo.style.kr/	458842	7.86578E+14	Media?		KBS?SOUTH KOREA
3020	조선일보	조선일보	https://www.facebook.com/chosun/	593203	3.7657E+11	Media?		M2 - 엠투?GLOBAL
3021	중앙일보 (joongangilbo)	중앙일보 (joongangilbo)	https://www.facebook.com/joongang/	470574	1.55192E+14	Media?		민중의소리?SOUTH KOREA
3022	SK브로드밴드(SK broadband)	SK브로드밴드(SK broadband)	https://www.facebook.com/SKBworld/	433354	1.26424E+14	Media?		Dingo Style (딩고 스타일)?SOUTH KOREA
3023	SPOTV 스포티비	SPOTV 스포티비	https://www.facebook.com/spotv/	370540	1.53868E+14	Media?		조선일보?SOUTH KOREA
3024	시사인	시사인	https://www.facebook.com/sisain/	363773	1.54189E+14	Media?		중앙일보 (joongangilbo)?SOUTH KOREA
3025	경향신문	경향신문	https://www.facebook.com/kyunghyangshinmun/	354769	1.61649E+14	Media?		SK브로드밴드(SK broadband)?SOUTH KOREA
3026	한겨레	한겨레	https://www.facebook.com/hankyoreh/	338850	1.13685E+14	Media?		SPOTV 스포티비?SOUTH KOREA
3027	엘르코리아 ELLE Korea	엘르코리아 ELLE Korea	https://www.facebook.com/ellemagazine.kr/	1140913	1.22902E+14	Media?		시사인?SOUTH KOREA
3028	Marvel	Marvel	https://www.facebook.com/marvel.kr/	27612369	3.81658E+14	Media?		경향신문?SOUTH KOREA
3029	한국일보	한국일보	https://www.facebook.com/hkilbo/	282839	1.5737E+14	Media?		한겨레?SOUTH KOREA
3030	노컷뉴스	노컷뉴스	https://www.facebook.com/nocutnews/	270063	1.93442E+14	Media?		엘르코리아 ELLE Korea?SOUTH KOREA
3031	W Korea	W Korea	https://www.facebook.com/wkorea/	1147059	1.85824E+14	Media?		Marvel?SOUTH KOREA
3032	SBS	SBS	https://www.facebook.com/sbsnow/	1988294	1.67388E+14	Media?		한국일보?SOUTH KOREA
3033	연합뉴스	연합뉴스	https://www.facebook.com/yonhap/	263007	1.30229E+14	Media?		노컷뉴스?SOUTH KOREA
3034	GQ Korea	GQ Korea	https://www.facebook.com/GQKOREA/	370935	2.23566E+14	Media?		W Korea?SOUTH KOREA
3035	CeCi Korea 쎄씨	CeCi Korea 쎄씨	https://www.facebook.com/cecimagazine/	1170483	1.14511E+14	Media?		SBS?SOUTH KOREA
3036	Newstapa	Newstapa	https://www.facebook.com/NEWSTAPA/	206329	2.45493E+14	Media?		연합뉴스?SOUTH KOREA
3037	ShareHows	ShareHows	https://www.facebook.com/ShareHows.KR/	1698155	2.78207E+14	Media?		GQ Korea?SOUTH KOREA
3038	Marie Claire Korea	Marie Claire Korea	https://www.facebook.com/marieclairekorea/	731207	1.03322E+14	Media?		CeCi Korea 쎄씨?SOUTH KOREA
3039	세계일보	세계일보	https://www.facebook.com/segyetimes/	257196	1.46119E+14	Media?		Newstapa?SOUTH KOREA
3040	얼루어 - Allure Korea	얼루어 - Allure Korea	https://www.facebook.com/allurekorea/	801113	3.54793E+14	Media?		ShareHows?SOUTH KOREA
3041	이데일리	이데일리	https://www.facebook.com/edailynews/	180409	1.14782E+14	Media?		Marie Claire Korea?SOUTH KOREA
3042	코스모폴리탄 Cosmopolitan Korea	코스모폴리탄 Cosmopolitan Korea	https://www.facebook.com/cosmokorea/	692766	1.14894E+14	Media?		세계일보?SOUTH KOREA
3043	더팩트	더팩트	https://www.facebook.com/thefact1/	242190	2.96883E+14	Media?		얼루어 - Allure Korea?SOUTH KOREA
3044	Singles Korea 싱글즈	Singles Korea 싱글즈	https://www.facebook.com/thesingleskorea/	1080857	1.24682E+14	Media?		이데일리?SOUTH KOREA
3045	트리거 - 탐사보도스토리	트리거 - 탐사보도스토리	https://www.facebook.com/TRGGR.JTBC/	160761	4.97953E+14	Media?		코스모폴리탄 Cosmopolitan Korea?SOUTH KOREA
3046	Nylon Korea	Nylon Korea	https://www.facebook.com/nylonkorea/	1229000	1.29757E+14	Media?		더팩트?SOUTH KOREA
3047	KBS뉴스	KBS뉴스	https://www.facebook.com/kbsnews/	330757	1.21798E+14	Media?		Singles Korea 싱글즈?SOUTH KOREA
3048	TOAST Magazine - 토스트 매거진	TOAST Magazine - 토스트 매거진	https://www.facebook.com/magazineTOAST/	144361	2.13258E+14	Media?		트리거 - 탐사보도스토리?SOUTH KOREA
3049	FOX	Megan Fox	https://www.facebook.com/MeganFox/	49695321	26748225422	Media?		Nylon Korea?SOUTH KOREA
3050	Badoo	Badoo	https://www.facebook.com/badoo/	12208966	1.11799E+14	Media?		KBS뉴스?SOUTH KOREA
3051	MBC News	MBC News - MBC ?????	https://www.facebook.com/mbcNewsShow/	6643881	2.33339E+14	Media?		TOAST Magazine - 토스트 매거진?SOUTH KOREA
3052	InStyle Korea 인스타일	InStyle Korea 인스타일	https://www.facebook.com/instyle.kr/	782796	7.29701E+14	Media?		FOX?SOUTH KOREA
3053	XTM	XTM	https://www.facebook.com/XTM.fb/	120032	1.61644E+14	Media?		Badoo?GLOBAL
3054	Looktique.com	Looktique.com	https://www.facebook.com/looktiquerfm/	136929	1.31982E+14	Media?		MBC News?SOUTH KOREA
3055	PPSS	PPSS	https://www.facebook.com/ppsskr/	124116	4.98256E+14	Media?		InStyle Korea 인스타일?SOUTH KOREA
3056	O'live - 올리브TV	O'live - 올리브TV	https://www.facebook.com/olivetv/	136863	1.82781E+14	Media?		XTM?SOUTH KOREA
3057	donga.com	donga.com	https://www.facebook.com/dongamedia/	112736	2.53942E+14	Media?		Looktique.com?SOUTH KOREA
3058	Disney	Disney	https://www.facebook.com/Disney/	51065931	11784025953	Media?		PPSS?SOUTH KOREA
3059	Grazia Korea 그라치아	Grazia Korea 그라치아	https://www.facebook.com/GRAZIAKOREA/	738511	3.04067E+14	Media?		O'live - 올리브TV?SOUTH KOREA
3060	The Korea Economic Daily	The Korea Economic Daily	https://www.facebook.com/hankyungmedia/	112957	1.59462E+14	Media?		donga.com?SOUTH KOREA
3061	뷰티쁠(BEAUTY+)	뷰티쁠(BEAUTY+)	https://www.facebook.com/beautypl/	596675	1.93944E+14	Media?		Disney?GLOBAL
3062	긱 매거진(geek)	긱 매거진(geek)	https://www.facebook.com/geekstylemagazine/	114416	2.17009E+14	Media?		Grazia Korea 그라치아?SOUTH KOREA
3063	SBS MTV	SBS MTV	https://www.facebook.com/sbsmtv/	841831	2.87485E+14	Media?		The Korea Economic Daily?SOUTH KOREA
3064	아시아투데이	아시아투데이	https://www.facebook.com/Asiatoday.online/	96072	1.96104E+14	Media?		뷰티쁠(BEAUTY+)?SOUTH KOREA
3065	TV조선 STAR	TV조선 STAR	https://www.facebook.com/tvchosun/	121603	1.24173E+14	Media?		긱 매거진(geek)?SOUTH KOREA
3066	국민일보	국민일보	https://www.facebook.com/kukmindaily/	93935	1.18993E+14	Media?		SBS MTV?SOUTH KOREA
3067	서울신문	서울신문	https://www.facebook.com/TheSeoulShinmun/	88967	2.64055E+14	Media?		아시아투데이?SOUTH KOREA
3068	맛있는 싱글 FOXlife	맛있는 싱글 FOXlife	https://www.facebook.com/FOXlifekorea/	160507	2.33935E+14	Media?		TV조선 STAR?SOUTH KOREA
3069	모비딕 - Mobidic	모비딕 - Mobidic	https://www.facebook.com/mobidictv/	129764	1.56325E+15	Media?		국민일보?SOUTH KOREA
3070	JTBC2	JTBC2	https://www.facebook.com/JTBC2/	100322	1.33968E+14	Media?		서울신문?SOUTH KOREA
3071	캐내네 - KNN	캐내네 - KNN	https://www.facebook.com/knnstory/	95530	1.86389E+14	Media?		맛있는 싱글 FOXlife?SOUTH KOREA
3072	FX Korea	FX Korea	https://www.facebook.com/FXKorea/	897527	2.01534E+14	Media?		모비딕 - Mobidic?SOUTH KOREA
3073	SBS Sports	SBS Sports	https://www.facebook.com/sbssportsnow/	80401	2.12804E+14	Media?		JTBC2?SOUTH KOREA
3074	이투데이	이투데이	https://www.facebook.com/etoday/	72695	1.22247E+14	Media?		캐내네 - KNN?SOUTH KOREA
3075	CGNTV Korea	CGNTV Korea	https://www.facebook.com/cgntv/	83610	1.18865E+14	Media?		FX Korea?SOUTH KOREA
3076	행복이가득한집	행복이가득한집	https://www.facebook.com/homeliving.co.kr/	75540	2.719E+14	Media?		SBS Sports?SOUTH KOREA
3077	TIME	Adventure Time	https://www.facebook.com/adventuretime/	17560931	3.21031E+11	Media?		이투데이?SOUTH KOREA
3078	The New York Times 	The New York Times	https://www.facebook.com/nytimes/	14853520	5281959998	Media?		CGNTV Korea?SOUTH KOREA
3079	OCN	OCNJ Daily	https://www.facebook.com/ocnjdaily/	101562	5.45513E+14	Media?		행복이가득한집?SOUTH KOREA
3080	Billboard 	Billboard	https://www.facebook.com/Billboard/	10108253	75791669580	Media?		TIME?GLOBAL
3081	Vogue	Vogue	https://www.facebook.com/Vogue/	8757911	42933792278	Media?		The New York Times?UNITED STATES
3082	제주특별자치도	제주특별자치도	https://www.facebook.com/happyjejudo/	56585	1.62158E+14	Media?		OCN?SOUTH KOREA
3083	여신담당 X ONSTYLE	여신담당 X ONSTYLE	https://www.facebook.com/onYSDD/	61217	4.71555E+14	Media?		Billboard?UNITED STATES
3084	The Economist	The Economist	https://www.facebook.com/TheEconomist/	8356038	6013004059	Media?		Vogue?GLOBAL
3085	일요신문	일요신문	https://www.facebook.com/ilyoshinmun/	91147	4.91743E+14	Media?		제주특별자치도?SOUTH KOREA
3086	CBS Joy	CBS Joy	https://www.facebook.com/cbsjoy/	54451	1.88509E+14	Media?		여신담당 X ONSTYLE?SOUTH KOREA
3087	Khaosod - ?????? 	Khaosod - ??????	https://www.facebook.com/khaosod/	12631045	1.29559E+14	Media?		The Economist?GLOBAL
3088	ELLE	Ellen DeGeneres	https://www.facebook.com/ellentv/	28618955	26012002239	Media?		일요신문?SOUTH KOREA
3089	YAN News 	YAN News	https://www.facebook.com/yannews/	16132429	1.5418E+14	Media?		CBS Joy?SOUTH KOREA
3090	Bloter.net	Bloter.net	https://www.facebook.com/Bloter.net/	51628	1.50348E+14	Media?		Khaosod - ???????THAILAND
3091	7Day News Journal	7Day News Journal	https://www.facebook.com/7daynews/	17890529	1.03866E+14	Media?		ELLE?UNITED KINGDOM
3092	KBS World	KBS World	https://www.facebook.com/kbsworld/	2798134	1.71137E+14	Media?		YAN News?VIETNAM
3093	NBA TV 	NBA TV	https://www.facebook.com/nbatv/	9149358	3.04302E+14	Media?		Bloter.net?SOUTH KOREA
3094	Workpoint Entertainment 	Workpoint Entertainment	https://www.facebook.com/workpoint/	10851552	1.38711E+11	Media?		7Day News Journal?MYANMAR
3095	1stlook-퍼스트룩	1stlook-퍼스트룩	https://www.facebook.com/1stlookofficial/	61874	2.17658E+14	Media?		KBS World?SOUTH KOREA
3096	비즈한국	비즈한국	https://www.facebook.com/bizhankook/	43448	1.74331E+15	Media?		NBA TV?UNITED STATES
3097	Eleven Media Group	Eleven Media Group	https://www.facebook.com/ElevenMediaGroup/	15320884	1.14804E+14	Media?		Workpoint Entertainment?THAILAND
3098	VOA Khmer 	VOA Khmer	https://www.facebook.com/voakhmer/	6145872	1.54829E+11	Media?		1stlook-퍼스트룩?SOUTH KOREA
3099	Vogue Paris	Vogue Paris	https://www.facebook.com/VogueParisEN/	5165756	1.56145E+14	Media?		비즈한국?SOUTH KOREA
3100	HYPEBEAST	HYPEBEAST	https://www.facebook.com/hypebeastkr/	3732935	1.74945E+15	Media?		Eleven Media Group?MYANMAR
3101	Motor Trend Korea 모터트렌드 코리아	Motor Trend Korea 모터트렌드 코리아	https://www.facebook.com/MotorTrendKorea/	59368	1.73845E+14	Media?		VOA Khmer?CAMBODIA
3102	RFA Khmer 	RFA Khmer	https://www.facebook.com/rfacambodia/	5070287	1.29597E+14	Media?		Vogue Paris?GLOBAL
3103	The Wall Street Journal 	The Wall Street Journal	https://www.facebook.com/wsj/	6022401	8304333127	Media?		HYPEBEAST?SOUTH KOREA
3104	HuffPost 	HuffPost	https://www.facebook.com/HuffPost/	9792748	18468761129	Media?		Motor Trend Korea 모터트렌드 코리아?SOUTH KOREA
3105	여성중앙	여성중앙	https://www.facebook.com/lemontreelivingmag/	37963	2.70084E+14	Media?		RFA Khmer?CAMBODIA
3106	OGN(오지엔)	OGN(오지엔)	https://www.facebook.com/OGN/	44854	1.43934E+14	Media?		The Wall Street Journal?UNITED STATES
3107	Facebook Site Governance	Facebook Site Governance	https://www.facebook.com/fbsitegovernance/	3038784	69178204322	Media?		HuffPost?UNITED STATES
3108	JTBC 이규연의 스포트라이트	JTBC 이규연의 스포트라이트	https://www.facebook.com/jtbcspotlight/	36087	1.39881E+15	Media?		여성중앙?SOUTH KOREA
3109	BBC Burmese	BBC Burmese	https://www.facebook.com/bbcburmese/	12355881	1.66581E+14	Media?		OGN(오지엔)?SOUTH KOREA
3110	Business Insider 	Business Insider	https://www.facebook.com/businessinsider/	7920737	20446254070	Media?		Facebook Site Governance?GLOBAL
3111	Facebook for Developers 	Facebook for Developers	https://www.facebook.com/FacebookforDevelopers/	5536879	19292868552	Media?		JTBC 이규연의 스포트라이트?SOUTH KOREA
3112	Thairath 	Thairath	https://www.facebook.com/thairath/	8969566	1.46407E+11	Media?		BBC Burmese?MYANMAR
3113	Luxury	Luxury Life	https://www.facebook.com/LuxuryLife.HD/	1408581	1.7275E+14	Media?		Business Insider?UNITED STATES
3114	BBTV Channel7 	BBTV Channel7	https://www.facebook.com/BBTV.Ch7/	9446118	1.75246E+11	Media?		Facebook for Developers?UNITED STATES
3115	DIA TV Studio	DIA TV Studio	https://www.facebook.com/DiaTV.CJ/	69866	1.38151E+15	Media?		Thairath?THAILAND
3116	뉴스1	맛집뉴스	https://www.facebook.com/tastynews1/	245382	8.19186E+14	Media?		Luxury?SOUTH KOREA
3117	GQ	GQ	https://www.facebook.com/gq/	2734411	7962048097	Media?		BBTV Channel7?THAILAND
3118	Harvard Business Review 	Harvard Business Review	https://www.facebook.com/HBR/	2941801	10423517786	Media?		DIA TV Studio?SOUTH KOREA
3119	The Irrawaddy - Burmese Edition	The Irrawaddy - Burmese Edition	https://www.facebook.com/theirrawaddyburmese/	10907459	1.21507E+14	Media?		뉴스1?SOUTH KOREA
3120	NYLON 	NYLON	https://www.facebook.com/nylon/	1880618	60772646764	Media?		GQ?GLOBAL
3121	eKantipur	eKantipur	https://www.facebook.com/eKantipur/	3469899	3.49562E+11	Media?		Harvard Business Review?UNITED STATES
3122	Post Khmer 	Post Khmer	https://www.facebook.com/PostKhmer/	5031692	1.09376E+14	Media?		The Irrawaddy - Burmese Edition?MYANMAR
3123	ABS-CBN News	ABS-CBN News	https://www.facebook.com/abscbnNEWS/	14557444	27254475167	Media?		NYLON?UNITED STATES
3124	BBC Nepali	BBC Nepali	https://www.facebook.com/bbcnepaliservice/	3412035	2.07151E+14	Media?		eKantipur?NEPAL
3125	???? ???????? Sophalleth 	???? ???????? Sophalleth	https://www.facebook.com/SOPHALLETH/	3148298	4.43036E+14	Media?		Post Khmer?CAMBODIA
3126	ITworld Korea	ITworld Korea	https://www.facebook.com/ITworld.Korea/	30334	2.01864E+14	Media?		ABS-CBN News?PHILIPPINES
3127	GMA News	GMA News	https://www.facebook.com/gmanews/	11448882	1.16725E+11	Media?		BBC Nepali?NEPAL
3128	ABS-CBN	ABS-CBN	https://www.facebook.com/ABSCBNnetwork/	16107927	1.96309E+14	Media?		???? ???????? Sophalleth?CAMBODIA
3129	VOA Burmese News	VOA Burmese News	https://www.facebook.com/VoA.Burmese.News/	10814168	3.51574E+11	Media?		ITworld Korea?SOUTH KOREA
3130	Mashable 	Mashable	https://www.facebook.com/mashable/	6426784	18807449704	Media?		GMA News?PHILIPPINES
3131	YAN TV 	YAN TV	https://www.facebook.com/yantv/	9780933	1.10582E+11	Media?		ABS-CBN?PHILIPPINES
3132	CCTV	CCTV	https://www.facebook.com/cctvcom.kr/	44235352	7.18077E+14	Media?		VOA Burmese News?MYANMAR
3133	Interior Design Magazine 	Interior Design Magazine	https://www.facebook.com/InteriorDesignMagazine/	4712544	47275538156	Media?		Mashable?UNITED STATES
3134	CCTV	CCTV	https://www.facebook.com/cctvcom.kr/	44235361	7.18077E+14	Media?		YAN TV?VIETNAM
3135	W magazine 	W magazine	https://www.facebook.com/wmagazine/	1792383	40621875003	Media?		CCTV?SOUTH KOREA
3136	잡원급제 X ONSTYLE	잡원급제 X ONSTYLE	https://www.facebook.com/onJWGJ/	107029	1.75316E+14	Media?		Interior Design Magazine?UNITED STATES
3137	전자신문	전자신문	https://www.facebook.com/etnews.kr/	25719	4.07887E+14	Media?		CCTV?GLOBAL
3138	Koh Santepheap Daily 	Koh Santepheap Daily	https://www.facebook.com/kohsantepheap/	3334655	1.99228E+14	Media?		W magazine?UNITED STATES
3139	광주MBC	광주MBC	https://www.facebook.com/kjmbc/	25319	4.79856E+14	Media?		잡원급제 X ONSTYLE?SOUTH KOREA
3140	??i K? Nguy?n 	??i K? Nguy?n	https://www.facebook.com/DaiKyNguyenVietnam/	10580704	2.36367E+14	Media?		전자신문?SOUTH KOREA
3141	InStyle 	Architecture & Design	https://www.facebook.com/ArchiDesiign/	26514155	2.4988E+14	Media?		Koh Santepheap Daily?CAMBODIA
3142	RFI ???????? / RFI Khmer 	RFI ???????? / RFI Khmer	https://www.facebook.com/RFIKhmer/	3489390	2.01593E+14	Media?		광주MBC?SOUTH KOREA
3143	design-dautore.com 	design-dautore.com	https://www.facebook.com/designdautore/	3793997	1.12398E+14	Media?		??i K? Nguy?n?VIETNAM
3144	Magazine <B>	Myanmar B2B Management Magazine	https://www.facebook.com/MyanmarB2B/	729092	4.97852E+14	Media?		InStyle?UNITED STATES
3145	Bleacher Report	Bleacher Report	https://www.facebook.com/bleacherreport/	7526502	7331091005	Media?		RFI ???????? / RFI Khmer?CAMBODIA
